id,name,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE
332,Fabricated metal products,0,0,0,0,0,0,1382,596,284,2905,319365,5180,586,279,1886,195,476,383,0,3,5,30,744,0,2391,2599,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1980,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0
333,Machinery,0,0,0,0,0,0,487,0,483,230,4984,379658,1200,1979,3323,563,181,1349,91,0,0,62,0,0,3980,1027,6257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1208,7011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Computer and electronic products,0,0,0,0,0,0,18,28,0,631,159,1104,303086,1183,18,667,43,1211,0,11,0,56,685,0,2211,461,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10684,38260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,57,0,98,876,289,887,1750,111411,232,85,8,119,0,0,0,42,0,125,142,35,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,280,0,17,100,754,1413,169,127,586304,129,34,19,0,168,0,0,0,0,502,320,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,8122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364OT,Other transportation equipment,0,0,0,0,0,0,491,0,0,97,5807,8837,7283,2179,2186,270734,0,0,0,65,0,0,0,0,5058,1350,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334,16291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Furniture and related products,0,0,0,0,0,0,190,370,125,7,320,65,0,8,15,0,62526,232,0,137,135,23,3,0,187,159,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,635,330,63,412,234,255,902,30,9,43,794,151292,0,317,569,255,163,420,2366,580,4540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,7304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,897046,3,18,242,0,0,4471,10,6531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,33,0,0,3,14,0,0,0,41,0,71,110,0,49090,1355,18,47,0,3965,170,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28002,0,0,0,0,0,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,62,105,148,10,26,0,1,0,0,0,1,86,0,301,0,163776,348,0,1870,1559,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Printing and related support activities,0,0,0,0,0,0,6,0,0,0,2,0,126,0,0,0,0,165,0,281,812,430,54891,0,0,759,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,20040,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Petroleum and coal products,0,0,0,276,0,0,117,0,29,453,0,0,0,0,0,0,0,0,0,1,0,22,0,771415,20724,2,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,8,0,0,98,4,9,202,73,319,1134,78,0,0,0,53,2710,0,0,165,2,2949,726744,1616,15237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,32358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,65,328,238,108,442,477,102,244,717,11,251,875,0,751,0,993,106,65,3936,203935,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Wholesale trade,0,816,0,0,0,0,4361,0,0,0,2,395,182,0,77,22,3,3132,4496,0,0,0,0,0,0,0,1390931,0,0,0,0,0,0,0,0,0,107,1037,176,0,0,0,0,0,0,0,0,0,0,10899,0,19272,1359,0,36,0,0,0,0,0,0,0,0,0,0,59423,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176185,0,0,0,0,0,0,48,0,0,395,376,0,0,0,0,3538,0,272,0,0,0,1334,0,4,35,0,0,0,51,0,0,0,0,0,272,0,0,71269,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9869,0,0,0,0,0,0,0,0,0,191077,0,0,0,0,0,0,0,0,0,27,0,0,0,0,743,0,0,0,0,0,1072,0,0,18,0,83,0,0,0,0,0,0,0,19,0,16170,38,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,3543,0,11,0,0,0,0,0,0,0,0,203674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,111,0,8,0,0,0,0,0,0,0,0,0,3546,3284,0,0,0,0,0
4A0,Other retail,109,0,0,0,0,0,2945,0,0,0,0,0,0,0,0,0,0,2618,0,0,2545,0,23,0,0,0,0,0,0,0,777701,0,0,0,0,0,0,3139,22,0,0,0,0,85,0,2,0,0,0,4057,0,1632,1154,0,1842,0,233,478,0,0,0,0,140,0,15204,14699,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,116,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56808,0,0,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,301516,0,0,2290,4256,0,0,0,0,0,0,0,0,0,0,199,0,60,115,0,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,33,0,0,0,0,53635,0,343,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,736,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,15,297,0,1405,450,148,0,193174,5661,0,0,0,0,0,0,41,0,0,0,100,0,189,177,0,28,2,0,6,0,0,0,0,0,0,107,207,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1655,0,0,168,84911,0,0,0,0,0,0,0,0,0,0,8,0,89,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,832,0,0,0,168,0,0,0,0,0,0,0,0,230270,0,0,8097,0,0,0,0,0,0,17,0,19439,54224,0,543,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,94,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,552,0,0,0,0,0,0,0,0,0,149991,0,0,0,0,0,0,0,116,102,0,258,201,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,0,0,0,1426,0,0,0,0,0,0,0,0,0,395,672870,0,0,0,0,0,0,0,3760,0,3129,97303,0,0,0,0,0,0,0,0,0,0,0,0,1855,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,136,0,0,0,0,0,0,0,0,7132,0,118,121718,0,0,0,0,0,0,68,0,18301,41359,0,138,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,584439,44819,756,0,0,0,52422,0,5387,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14888,429522,2789,0,0,0,0,0,3025,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,780841,0,0,0,0,417,6588,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127390,0,0,0,0,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765341,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,919301,0,0,90,130,0,0,0,0,0,0,0,0,0,0,71,0,95,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,1567,0,0,0,544,15,0,0,0,0,0,0,0,0,26,577,0,0,1564,303382,0,134,7,0,0,0,3,0,0,0,0,0,0,0,0,1696,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300041,247,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6031,0,0,0,2427,0,0,0,0,0,0,0,0,1725,0,148,27619,0,0,0,0,0,0,0,0,294339,4678,0,3499,0,1310,0,0,0,0,0,0,0,0,111,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,3955,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,30,0,19546,1132443,0,1901,0,0,0,0,0,0,7,0,0,0,1113,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9660,5122,544219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,716,29,0,6798,6238,0,665968,43,8,7,0,0,74,0,0,0,0,6,0,0,0,0,0
562,Waste management and remediation services,0,0,192,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,65,97,0,0,87714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Educational services,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,265,140,0,3391,26995,0,0,0,268204,0,0,0,0,1166,0,12304,5360,12,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998,0,733,180,0,0,0,0,898256,0,314,0,0,0,0,231,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,2159,5826,0,0,0,0,2859,723409,90,0,0,0,0,3310,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,11,26,0,0,0,0,898,0,209477,359,0,0,0,621,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,16,0,0,0,0,135,0,2561,162334,0,0,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0,54,6452,0,0,0,34,0,0,0,0,133161,2645,4,2694,297,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,9,191,0,0,0,1576,0,0,0,0,215,107662,472,15461,957,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,7550,810,963,0,18,3,0,1,0,0,0,0,0,0,1119,26490,136287,34879,981,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1040,168,624963,0,0,0,0,0,0
81,"Other services, except government",0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,4984,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,334,316,0,564,1027,0,0,0,4,0,0,0,40,0,0,0,4850,580169,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,2161,22898,0,0,0,234,0,1487,0,0,21,0,0,0,0,616428,0,0,0,0
GFGN,Federal general government (nondefense),0,75,0,0,0,38,305,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,58,0,0,0,0,2455,11806,0,0,0,0,0,972,0,0,0,0,0,0,0,0,346619,325,0,0
GFE,Federal government enterprises,0,0,0,0,0,14252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454,0,0,0,0,0,0,0,0,0,113,0,0,0,0,-609,0,0,861,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2360,0,0,0,70760,0,0
GSLG,State and local general government,589,3441,0,452,0,1262,15979,222,0,0,0,0,0,0,0,0,0,1221,1748,0,3765,613,1586,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,1,0,2398,0,0,0,24852,0,0,0,0,4951,49195,0,9278,16801,95137,18734,170078,0,4167,3592,3147,10199,18382,1333,0,0,0,1584544,0
GSLE,State and local government enterprises,0,0,0,0,0,99378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,0,164,242,0,15079,0,11539,0,0,0,0,0,36,0,0,0,6213,23946,0,0,0,0,0,0,0,0,0,0,0,0,462,27910,0,0,2991,0,0,0,0,85604
